pretty_comp,encut
Ba4NaRh,700
KPrPdO3,800
InAgO2,750
CdCu2GeS4,900
Li2CuSb(PO4)2,1300
BaMgTe,600
V2FeO6,1200
CaZn2,700
Sr(CdGa)2,500
Mn3Si,700
KSiTc2,1050
SmDyTl2,500
Lu2MgOs,600
Be2GeW,1000
LuAlPd,500
Bi3Se4Br,550
Y2ZnPb,500
LuTiGe,700
BeFeP2,600
LiWO2,700
ScBe2Bi,1050
Ca(AsRu)2,500
NbAsIr2,500
Zn(MoO2)2,1150
K2CuSb,850
Ho(BRh)4,800
Zn(BH4)2,850
BiPt,550
SrMnRe2,650
Y4BeZn,1000
Mg2HgPb,750
Be2SiPd,1000
NaTiS2,600
CaBeMo,950
LiBe2Ru,650
Rb6Br4O,600
Li3VS4,800
Be2CoNi,1000
Hf3Tl,500
LiTiCoO4,1300
Hg3(TeBr)2,700
YbIn,500
BaCo2Br,550
GaFeRh2,550
TiMn3(P2O3)2,1300
InHgW2,500
ScHgAu2,550
AlPd2,950
Li2Mn3WO8,1250
U2Ga2O5,1150
Ba4VRu,550
Ba3Cr2O8,1250
ZrBe2Ga,1050
LaPd3,1100
Li5TaO5,650
Pu3Al,850
Ho6GaCo2,550
TbTl3,500
Be2ZnFe,650
Ti2MnRe,700
PmTlTe2,500
Na3LiMnBPO7,1300
MgBe2Os,1000
BeCo,650
Cd2As3I,600
RbPb2Br5,650
BeCrPd,1000
Cd2P3Cl,750
TaBeO3,750
HoCoC2,900
K2TaCuSe4,600
Ba4TcSn,550
Mg3Bi2,650
Ba3ErRu2O9,1300
RhF6,750
YRh3C,800
K4BaU3O2,1250
ScP,500
Nd3Ga,500
Na3GaS3,850
Ba4SnW,600
AgSnO3,1200
BeZnSe2,650
PtPbF6,850
BaP2Br,500
LiHoSe2,800
Ca3Bi2,500
Lu2IrRu,500
TlV2AgO6,850
ZrScBe2,1050
Lu2Pt2O7,1250
InCl3,800
LaGeOs,1800
BeInTe2,650
Mn3Cr2(SbO2)3,1250
AsPtAu,550
Ta2Se3,550
NdZnSbO,800
LiNbVO4,1250
BaCe2MnS5,1400
Rb2PdCl6,850
PrNdHg2,550
Ca2Cu,900
Sc2CuPt,600
Ba2ZrO4,1100
NbOF2,700
VSb2,500
UMoC2,950
K4BeRh,1050
NdPbAu2,550
Tb(SiOs)2,600
LiMnAsO4,1250
TbCdAg2,500
Zr2Cd,600
NdSb,500
Zr2TiBe,1000
SrScBe,1000
Ba4GeMo,650
MgTi(SiO3)2,1250
As8S9,750
Ba2LiSn,550
Ba4VP,600
KBeHg4,1050
Mn4Bi3NO5,1250
TlInCl3,850
NaAcHg2,500
HoH3,700
BeBi2Ru,950
Rb3InS3,600
MnBe2Cd,1050
Er2FeC4,1050
KBe2Co,1000
AlCuO3,900
Sc6Al6Ir7,600
Ti3Zn2O8,1200
Cu2SnSe3,900
Li3CuF4,1250
Ca2As,500
BeCdTc2,1050
BaGeBi,550
Ni(Te2O)2,1250
Ba4TiNb,600
Be2NiPb,1050
Pr2CrS4,600
Fe2Cu(AsH)2,1100
NdAs,500
ZnFe3C,850
TaAlNi2,600
LiAl2Ir,750
Na4BeSn,750
TiAlOs2,600
Ca(TiN)2,850
ReSi,750
Sr2CoMoO6,1150
Li3Zn2SbO6,1250
Th(AsOs2)2,750
CuH6BrN2,1000
SrLiGe2,800
NbWSe4,600
Ca4PdO6,1250
BeCdBr,1000
Li2Ti3VO8,1250
BaZrSb,500
MnBeGa,650
K2GeF6,1250
Sm(SiPd)2,500
Li2RhO3,1250
Ba4CrW,550
CuBiSeO,900
ScAg(PSe3)2,700
Dy5NiPb3,650
LuMoClO4,1200
BeCu4Pt,900
ZnCrF5,850
ThZn2,600
Cd2Fe(CN)6,1100
NdPb4F,1200
LiSmAlF6,1250
Ce(CoP)2,850
NaCdSb,800
BaMnGe,750
Ac2ZnIr,500
DySnAu2,500
Li3AlH6,1250
H6CIN,1100
BaGaBr,550
MgInRh2,650
BeRuBr4,1000
MnAu2,550
Li3TiV3O8,1250
LuPO4,1250
Na6ZnSn2,800
Mn2CuSb,550
LiFeCuS2,750
CaBeRh2,1000
Li2SnAu,800
AgBi2Se3Cl,600
BaLi4Bi,1200
Sm3Si6N,1300
U3C,850
AlSCl3O2,1250
Yb2MgSi2,650
Tm3TlC,550
Y2Hf2O7,1250
Ba4TcOs,550
LiPd,600
BeZnSn,650
ReCl4,850
BeV2Ge,650
Li2NdAl,750
Yb4Br6O,1050
ErN,800
PrB6,900
Tl3SbS4,650
NaO3,1100
BeRe2Ir,650
Zn3Rh,750
TiBO3,1200
Ba4TiCd,550
Be2PRh,1000
In5B4Ir9,700
PAuClF3,1250
In5S5Cl,900
BaZnCr4O8,1200
BRh,500
Na4SrBe,700
TiRu,500
Nd3PbN,800
Rb3Pr,550
TiMn2Ge,700
Ni2GeO4,1450
K2PuO4,1100
BaZr4Pd,900
U(GeRh)2,500
Dy2O3,1250
Na2LiAlH6,600
V3Pd,600
Li2MnSiO4,1250
Sc6N2O5,1100
ThPb3,500
BaCuTe2O7,1250
LuRh2Pb,600
BeIr4Pt,1000
K2Yb2O3,1150
FeP2,800
Mg(BeN)2,850
Ba4NaRe,700
KAg3S2,1150
Ba(CoAs)2,650
SrHo2O4,1250
DyCdAu2,550
BaPr2MnS5,650
LiSm2Ir,750
BeInBi,650
BeSi2Hg,700
K2O,700
ZnCu2GeS4,850
Zn2CuN2,950
LiEr2Tl,700
V3Si,600
Zr2BeGe,1000
ZrAlRu2,650
Sc(Al2Fe)4,750
RbNO3,1200
NaMgF3,700
Li2V2CoO6,1250
Na3Cl2,700
NbRu3C,800
Al9Co2,500
Dy2ZnGa,600
Y4C5,1050
LiNiO2,1100
Bi3BrO4,1100
CeGa6Pd,1250
HoInRh,650
K2FeCo(CN)6,1200
Be2CrP,1000
Sr2UMn,650
CaMn2Be,600
Pr2SeO2,800
CaHClO,800
Li2FeCu(CN)6,1200
CePd,1300
ZnCu2SnSe4,550
U2MnN3,900
Ca3FeRhO6,1250
HgBi3,500
P2Pt,650
LuCuS2,950
Be2CoBr,1000
YBe2Pt,1000
HfScOs2,650
LiClO2,1300
ScBe2Rh,1050
U(Al2Cr)4,600
Ti2GaC,850
LiCu2Si,700
Ba4PSe,650
SrH2O3,1100
Na3SbO4,1250
Rb3InO3,850
SrMgBe,750
YbThPt2,800
Na3AuS2,750
Cr2CoO4,1200
TaAlOs2,600
Ho2Be2SiO7,1250
Li2Fe5,1250
SmCu5,950
TiCu3,1600
Nd5Ge3,550
Zr3AlN,750
BeTl2Se,650
TiBe2Br,1000
ErMgSn,650
NaTaN2,850
PrSO,1150
Mg3(Al4Cr)2,1000
Mg3NF3,1050
AuBrF6,1200
BaCa2I6,550
BeCuPt,650
NbCu3Se4,900
Ba4MgIr,500
Li2Ti2FeO6,1250
CrP2O7,1250
Er3Al2,500
LuNi4Au,650
Lu2CCl2,700
CaNiO3,1450
BeMoW,950
Sc3FeC4,900
Co(GeO3)2,1250
TeW2Se2S,650
MnBeTe2,650
Li6Mn5CoO2,1300
TbGaI,500
Fe3Si,750
SrCuF4,750
BiBTe,500
K2SnCl6,850
TiBeZn,650
NaLiTe,750
LiCu2Pd,750
Be2MoPt,1000
CaCuSb,850
BaHf2Ni,600
Er2PdRu,500
K4MnBr6,650
Ba4FeRe,750
LuSbRu2,500
LiPrSn,500
UAl3,500
Sr2IN,850
Y(BIr)2,700
KFeP,500
YbZnSn,650
Rb3Ag,500
CdPd3,850
Zr(NiP)2,650
Tm2TeO6,1250
NdCdPd2,850
Ce(SnIr)2,1350
ZnNi3,600
SbSCl9,850
AsRuBr,500
Er2PdRh,500
Ba4VGe,650
NaHCO2,1250
K4P2PdS8,650
SrCeI4,900
MgCdRh2,700
LaNiSb,950
UIr3,500
CrGa3P4,650
Ba4GaBr,600
TiBeRh2,700
LuB2Ru,750
Li(B3O)2,1300
DyAlZn,600
CaI2,500
Ta9(FeS3)2,750
CrCu2Si,650
Sm3Cd,650
TaAsRh2,600
LiNd2Al,700
Ba2AlNi3O8,1200
Rb2HgAu,550
BaRuO3,800
YbIn2Pd,600
CeB2Ir3,1250
BeGePb,650
YPaRu2,650
MgTeH2O9,1250
TaAsO4,1200
CrAg3ClO4,850
Pr(Fe2P)2,950
Fe2As,800
GaS,650
BeW2Se,900
ScBeRh4,1100
Li(NiO2)2,1450
ScGe,500
Ba2AlCo3O8,1250
BeNi4Rh,650
TmIn5Co,600
LiCd2Ag,750
CuO,950
ThAsS,600
Ag2PdO2,750
NpAl3,750
CeHfO4,900
BeCd2Fe,650
ZrNi5,600
Tm2ZnPt,500
LiGeBO4,1200
CaCu2O3,1050
TlAuO2,800
TmB2Ru3,550
TiVO4,850
KBAs4,500
MnCoSi,600
Sb2Te,500
RbHoO2,800
BaIr2Pd,500
Ca2FeIrO6,1250
FePb2(CN)6,1150
K3WF6,850
Ba4NbGe,600
KHgSb,550
Th3Br,500
ZnCu2SnS4,950
BeV2Tc,1050
Ti2CdO5,1200
Tc2AsCl,1000
Th(MnSi)2,650
Rb3Mg,650
BaNa2,800
CaCu3(Sn2O)2,1400
AlCo3,500
Cr2CuSe4,600
KCrO2,800
Tl2SnF6,850
LiAsS2,800
Zn2CuPt,550
Be2SnP,1000
ThAs,500
Pr3(Al2Si3)2,500
SmVO3,800
HoCuSb2,600
Ti2MoPt,500
Pm2PtAu,550
Ba4BeSb,650
VGePt,500
Y2CuAu,700
Ca(FeO2)4,1200
Ca2Sn,500
Ca2AlFeO5,1250
Sm3BWO9,1300
Ba5Ta2Cl2O9,1350
BeCu2Ge,650
GaAgSe2,500
Li4BeTe,1200
Sr2YTlSn2O7,1200
CaHg3,600
AgBiO3,800
UTeS,600
Li5Co2O2F5,1250
Hf4BeZn,1000
LiC,1150
AgTe3I,550
NaPmTe2,500
Rb3Sb2Br9,650
PtI2,800
Rb2Ag2GeS4,900
V2Zn2O7,1150
Be2InGa,1000
BeCo2Br,650
ZnAsRh2,500
YBeCd2,1000
ErRh2,650
Be2BiSe,1000
Hf2S,600
KLi6BiO6,1300
HgTe,500
Li4Mn3V3(SnO3)2,1300
CoNiSb,700
TiAsAu,500
TmGa5Co,700
Na2LiAlF6,1250
Nb2CrSe4,550
MgBe2Cu,750
Pr2NiO4,850
BaTi2Bi,550
Tm2O3,850
SmHgAu2,550
Tb2B2C3,950
Na8N3O,950
NaAsS2,700
LiBiF4,1200
Dy2OsPd,550
Rb3TaO8,1200
LuNiGe,1000
BeBi4Pd,950
Si3Pt2,800
ScPO4,1250
Be2NbRu,1050
LiSc2Os,500
SmSbPd,500
PmMgZn2,550
PtPb,600
RbTa(CuSe2)2,950
Be2NbV,1050
HfW2,500
SrBeSb,650
Ba2ScSb,550
Mg2VBiO6,1200
MgCu,650
SmPPd,500
Ca5Au4,650
Zr3Au,1050
ErIn,500
NiMoP,650
Li2GaPt,750
Nd3Sm,500
BaSc4Pt,500
Ce(CuSb)2,1850
MgZrCd2,650
Ba4SiOs,650
HfPRu,500
VI2,500
RbLiCrO4,1200
Ba4MoCl,600
MgZr,650
Co3(CSe)2,1300
LiFeF3,1200
Mn2CdO4,950
Ba2BiAu,500
HfCoO3,1250
SnP,500
Yb2MgS4,750
CoSe,600
Li4CrFe3O8,1250
MnNiSb,600
ZrMoAs,500
NdIr3,500
LuCo2,550
HfAu4,1100
Ho2AlSi2,500
Na3Ni2SbO6,1200
AlGa3N4,950
RbN3,1000
SrYPt2,800
Hg3AsS4Cl,900
KNb4O5F,1150
Rb2S3,650
DyP,500
Mg2Al2Se5,650
TaAs2,500
Sm2Tl,500
YbCdPd2,500
NbFeSb,600
LiMn5O5F,800
Al2CuO4,1250
LiSi2Ir,750
Cu3Sb,900
ScAlNi2,600
Rb3In,500
LiVOF4,1250
Pr3SiAgSe7,500
Na4Bi2O5,1250
BeZn2Cr,600
Li2TiCo2O5,1300
MnSnAu,500
Pr3Pb,500
LiCa3,750
SbI3,500
Te2MoWSe2,500
BeBiSb2,650
Sr4Zn3F4,1200
YTmCu2,650
Be2NiIr,1000
NaBeP2,650
HgINO3,1450
Re3N,850
ZnSnO3,800
Li2TlPb,800
MgMnF4,1200
CuTeO4,1100
AcMgHg2,650
Er2B4C,900
AlNi,650
Sr2CoO4,850
Ba4SiSe,650
AgHgSBr,550
CaTiSiO5,1300
Zr2Zn,550
Ho2Ti2O7,1250
SrCl2,600
ReN,900
AgRuO3,800
Ga2RuPt,500
TiBeGe,650
PPbS3,650
DyCu,650
Y(BRh)4,1200
ZrZn3,700
YbBi2ClO4,800
LiBr,800
Cr3AgO8,1100
YbTl,500
KI,500
Li4Mn3Co3(SnO3)2,1300
ScInNi2,600
Ba4YSi,550
Hg3As,550
Ba4SrRu,500
Tb3CuGeSe7,850
Ce3Al,1400
RbBr3,500
Tb(MnGe)2,700
RuBr3,650
AlSeBr7,700
MnSnO3,1150
Tb6FeSb2,550
NpH2,700
LaCo5,1100
Fe2RhS4,800
Sr3BiP,500
SrBeIn2,650
PrMn7O2,1200
PbO2,750
V3As2,600
Ba4HgSb,550
NaCd2Rh,550
LiAg5F2,1250
BeFeSb2,600
Mn(GeO3)2,1250
Sc2O3,1300
Mg3Sb,1000
Sr4Br6O,750
CdHClO,750
AlPt,500
Nd3Cu3Sb4,950
Li(MoO2)2,1250
BeCr2Co,650
ErSeI,500
BeV2Cl,1050
YbPrZn2,650
ScMnRh2,550
Be2InSe,1000
Ba4TaCo,600
Ho5Ga3,650
LaIr2,1100
BeCu2Se,650
CoBW,900
HoAgPb,550
Li5FeF8,1250
Yb2CdSb2,500
CeB2Rh2C,1250
Zr(MnGe)6,1300
Mg2TcO4,1200
TiGaRu2,500
YbU3,550
Ba4SbSe,650
BeCdIn,650
YbHg,500
Ca(MgSb)2,650
Li2SO4,1300
MgP4,650
Sr2BrN,850
LuS,550
Mg2PbW,750
TaS2,600
AlTlI4,550
Mn2B,750
RuAu3,650
NaAgF4,1200
VCo,500
Fe2O3F,1200
LaSi2Ru3,1600
YbSi2,500
K2Sr(Nb3Cl4)2,850
GeP3,700
Pm2PdRh,600
MnF2,1100
HfBeP,650
Li2Mn(BO3)2,1300
NaBeCo4,650
Ce(SiAg)2,1200
NpAs2,800
Ba4MnV,700
SiSnO3,1100
CaBe2Os,1050
Fe2CuO4,1200
LuInPd2,500
TaBe2Ni,1050
PuIr2,750
CeIn5Ir,1250
MnAlO3,850
AlCuS2,550
NpP,700
Ti2MnBe,600
TiAl,500
SmIO,800
SrCrPd2,850
Er(BiO2)3,1200
Be2Cd2Sn,1050
MgSc2Tc,750
Hg3Ir,550
BeH2,1100
UCuAs2,850
Ba2HoB2ClO6,1300
BeTcW2,1050
Hg2IO,750
BeHg2Te,950
CoBr,500
NbCl2O,700
K4BeSb,950
Nb2CuRe,650
NdSiRu,600
BaMnO3,1250
Li4ZrGe2,1200
Ni2P2O7,1200
Hf2CuTc,800
Li2CeP2,850
BeVPt2,1000
BaSrPb2,500
Nd3Mg,650
MoW(SeS)2,650
Hf2CoTc,800
Dy2Sn2O7,1250
BNCl2,1150
K2NpO4,1100
OsPtCl2,600
K2BaP,500
CeOF,900
PdPbO2,800
DyAl7Au3,850
Ca3SnS5,650
GeCl4,850
K3H5Pt,700
Zr3As2,1100
ScBeV2,650
Pd3Pb,850
Nb3GeTe6,650
Er2MgIn,600
TlN3,1150
HfMnBe2,1050
Ca4Al6SO6,1300
LiYbS2,800
MnAlIr2,500
Li3VCr3O8,1250
SnCl,600
YGa5Co,700
ErSb2,500
LiSn4Rh,750
BeIn4Re,650
FeSnRh2,500
Ca(NiGe)2,600
KBaAu2,550
BeSnP2,1000
LiF,750
Ba3CaIr2O9,1300
CaBe2Pd,1050
TaN2,900
YZr5O,1250
HfMgRh2,650
MoS2,650
TiFe2As,750
Ba4LaGe,1700
Yb3In3Ge2Au,700
TaSiAs,500
HfMn2Be,600
SN,1200
SiHgO3,800
Sb2Pb2O7,1250
Sr2MnCuSO3,1150
Li6MnFeP2(CO2)2,1350
LiMg2,1150
TmAg(PSe3)2,650
NdErZn2,600
Sb3ClO4,1250
FeAgTe2,750
MnBe2Ru,1050
RbBiF4,1250
BaWO4,1250
Mn3Au,700
MnAgPd2,900
LiFe(CO3)2,1300
Sr4As2O,700
CaSiSnO5,1250
Na6SbO5,1250
Pm2NiRu,600
V2Si2O7,1250
LaCO3F,1100
Ce2U3,1050
LiVBO4,1200
Li2SbAu,800
K4HgAs2,550
ScAl2,500
K3AlO3,1200
HfPt3,800
K2HgO2,800
HfMgPd2,800
Tb(NiB3)2,800
NbCrF6,850
TbCuS2,950
DyTlS2,600
BaNaPb,650
NpCo2,900
ScCoO3,1250
ScZn2Au,500
CdGeO3,850
USiS,600
MgSe2O5,1300
HfSb2,500
KBe2Re,1050
InAsPd5,900
BeIn2Hg,700
TaMn2Si,650
KAcTe2,500
CeCrS2O,1300
YbO2,1100
K2Zr7Cl8,900
ZrBe2Br,1050
Sr2InHg,500
K2ZrF6,1250
AlNiO3,850
TiGaPt,500
LiMgBi,750
Ti2O,750
MnBe2Se,1050
Li5SbS4,1250
LiSbTe2WO2,1250
Be2NbCo,1000
LiTi4VO8,1200
AsH5COF6,1250
Th3Ni,750
CeSmI4,900
HoFeC2,900
Ti2Bi,600
Mg2BeFe,700
NpSi2,850
PrTmTl2,500
CaPd,500
ZrCdPd2,850
Be2RhAu,1050
Ta3Co3C,950
Be(SnBr)2,700
KSrBe2,1000
CaCrF6,850
ZrFe2,650
MnBeCr4,650
NaAc2Sn,650
Sm3Er,500
Y2Cr3O9,1200
Rb2H6Pt,650
TmI2,500
Mg(AlSe2)2,650
HoMgSn,650
Ba4NbPb,600
LiBe2Nb,900
BaLiHg2,750
BaVS3,650
MgBe2Se,950
CuMoO4,1200
Hg2P2S7,650
SiPd2,900
Be2FePt,1000
TbMgSn,650
BePt2Cl,950
CuTeO3,1450
NaVPCO7,1300
NaTeO3,1150
Sr2LiCoN2,1100
Zr2BeSe,950
Ge3Rh5,1100
LuO3,1150
Yb2Ge2Ir,700
TiBeRh,650
Ba4LiV,750
Ce3Th2O9,900
MnAlPd2,500
Ba4BiSe,650
ThC,750
TbNbO4,1200
Ce2MgAl,1350
KTaO3,1100
K6HgS4,600
SbI3Cl8,800
NaErS2,600
YNi2,650
Be2CrIr,1050
NdB6,950
LiAg2F6,1150
ZrTiTe4,500
Li3MnFe3O8,1250
BaGe4Bi,750
Cd2SiO4,1150
LiBe2Au,950
UFe5Si3,900
MgMn2Be,1000
Sc2Al3Ru,650
Na6MnSe4,800
NaHoSe2,500
Li3Mn2(PO)4,1300
ScCdAg2,600
NaLiS,750
PbIBr,500
CrAsRh,650
DyHg3,1050
Li4FeSi2O7,1250
Mo3Pd2N,800
IrO2,1100
VNi2Sn,650
MnSiNi2,600
PrSnAu,500
Nb3Al,750
Li2BeCu,750
SrLu2O4,1200
Y2HgO4,1200
HoHSe,550
Dy2MgAl,650
Li3Pr,750
SrScBe,700
Si3Ru2,1000
BaTi4ZnO8,1200
TiF3,700
Sr2YTlNi2O7,850
Th2AuF,1300
BaBOF3,1300
NaTaBe,650
NaSr2AlP3,750
CuBS2,900
LiFePO4,1300
KBaCd,500
Ba4MgIn,500
KCaCO3F,1100
TaNi2,600
K2BeSi,650
BaBeV2,650
KUCuS3,550
MnHg,500
ErCuS2,550
BeGe4Os,600
Sr(As2Rh3)2,1050
TaCoSn2,600
CsBeF3,950
BaCaBr,500
CeY3,1250
PrLuO3,1250
Mn2SbTe,700
TlCoO3,1150
ZrReAs,500
FeCoO4,1050
Ti3SiC2,900
Sm2In,550
Np(Al2Cu)4,950
Na2Ti3Cl8,850
UPt4Au,850
HoPd,500
Ba4TaIn,600
NiC,800
LiAg2Pb,800
NbBiO4,1100
ZrCoSn,500
LiZrSc,650
Ca3(BO3)2,1300
Si3W,500
K2Pt,550
BeZn2Tc,1050
TiAlPt,550
KYO2,800
Co2P2O7,1250
Pr2MgTl,650
CoCu2SnS4,550
NaMg2Tl,650
Pd6S7,1150
BaHfN2,950
Ta3SBr7,550
Al2PdPt,550
ScIr,500
CdAsRu,600
NdMnSi2,700
CeCo3B2,850
BeSiNi,650
Ba4HfTc,550
UFe2,800
Sm2PbSe4,500
Li3Bi,1150
K2Dy4Cu4Se9,950
SrHg2Pb,550
Ce2CdHg,1350
MgBeGa,650
VOs,600
LiMnPO4,1300
BeMoCl,900
TbIr2,500
YbNdAg2,550
Cr3Sb(P2O3)2,1300
CrSb,500
PuGe2,800
Ce2Sm2O7,1400
TbAl3,500
Li3Al2FeO6,1300
UMn2,700
Eu3As4,500
Ca(CoO2)2,1200
V4ZnS8,650
Ca3SiBr2,500
USe3,600
KIn9Co2,750
BePtW2,950
AlZnNi2,650
Hf2AlMo,500
CaHoRh2,600
CeIr5,1250
Ce2InNi2,1100
FeCu2(CN)6,1150
Nd2Re2Si2C,800
LiFeSbO4,1250
Tb2Sn2O7,1250
BaPtRh2,600
BiTePd,850
Li4CrO5,1300
UC2,850
LuBPd3,500
Li2NiO2,1200
Ho(FeSi)2,750
NaZr2NiF,1200
Ag2PbO2,800
RbSc5Te8,500
Sb2Au,550
Ba4OsPb,650
LiMg2Be,750
LiBH2,1100
TaAsRu2,600
MnSbSe2I,600
Te2O5,1250
Ta2TcW,850
YbMgSn,700
NbAsRh2,600
KNa3WO5,1250
Al5HO8,1300
K2SnSe3,600
PaSiTc2,1000
K2ZnH4(IO)4,1250
KNd3,500
ZnCu(SiO3)2,1250
Li3V4O8,1250
CuH4(OF)2,1100
Be2TcBr,1050
K2Ca(CO3)2,1250
Al2FeCo,500
PrCuSi,650
Sr2BBrN2,900
BeIn4Si,650
ZrBr3,600
Sr2BeIr,950
Sr3Sb2,500
CeCdAsO,1300
ZrBe2W,1050
Al2Fe2O7,1250
TlAgBr3,500
ZnGaIr2,650
Be2GaCu,1000
Mg4BeRu,750
DyCuPb,650
TmSi2,500
KLi4CrO5,1300
TiNbRu2,500
KInBr3,650
Co3Ni,600
BeGaRh2,1000
ReRh3,1150
Ac3Sc,500
HfBe2In,1000
MoAsW2,500
Rb4Br2O,600
AlCuAu2,600
Nb3Cl8,850
ScTlS2,600
Yb3InC,800
Ho6ReO2,1250
Li2Ti2O5,1300
ScAlCO,900
Sr(CuSb)2,950
Li2CeGe,1050
LuGaRh2,550
Li6PS5Br,1250
Ce3SnC,1400
BaAgTeF,850
KAs4IO6,1200
Be2VRu,1050
LiVP2HO8,1300
ZrPtPb,550
TlSbTe2,500
K2CoSe2,700
ScBeFe,650
Ti3Al2NiN,900
Be2NbMo,1000
Ba2LiBi,500
BiPO4,1250
Cr2B,700
CdPd,650
KLaS2,750
Li3TaO4,1250
Sm3Co,550
GaCuI4,550
VP4,650
CoH9(CN2)3,1300
BeRh,700
Ba2SmMoO6,1200
Be2CdSi,1000
LiLuPt2,800
NaTmTl2,500
BaNaIn,650
Ba(GePt2)2,1050
NbBW,500
In3Ir,750
InI3,650
BeIn4Pt,1000
Zn(CoO2)4,1200
ScZnPd2,500
PrNiO3,1200
Sr3Ru2O7,850
Pu2Ni2Sn,800
NaLi2Sb,800
SrYBe2,1000
VSnPd,500
LiCeTl2,900
HoLuAu2,500
NiH6C4S4(N4Cl)2,1250
Ti2Sn,700
NdTe3,500
CrSi,600
MnGaRu2,500
TiPd2,500
Ti2VS4,650
Ca(NiB3)2,800
RbPrS2,600
NaN3,1000
Ba4CuSb,600
K2OsBr6,600
Ti2ReIr,600
Ba4PtPb,600
TmPu3,800
BeGeBi,650
ErSe2,500
MgCoSiO5,1250
NpS,700
AlVFe2,700
Nb3Bi,600
Ba4HfIn,600
BiTeIO3,1250
ScAu4,600
Nb3SiTe6,750
BaSr2Mg,650
KSb2,500
LiY2Ga,750
Al2NiO4,1200
SiAgPt5,850
Ba2MnTeO6,1200
Ba2NbBr,550
Rb2Na4Co2O5,1250
K2GeF6,750
NaBePd2,950
SmMg2,1000
ZrSb,850
KRhO3,800
AgAsO3,1250
BrF5,1200
Zr2NiP,600
NdSn2,600
CoHgC4(SeN)4,1200
BeSiN2,900
KSnO2,1200
Mg(NiO2)4,1500
Ba2TbBiO6,1200
Ce(CrB3)2,850
KBaCr,500
DyGaRh2,500
V5As3,650
Ti3As,750
NdSn3,600
Mn2BeFe,600
NaBi,500
YTlTe2,500
Li4V2OF7,1250
YZnHg2,550
Li2Ti3NiO8,1250
Li2SeO4,1900
Ba4SnGe,700
MgRh3,700
DySi2,500
RbAgO,550
BeSiTc2,1050
SiSb3,500
HoB6,950
BeMoPb2,1000
Li4Ga3Si3BrO2,1900
CaF2,650
HoP5,600
HPbI3,500
KCoAu3(CN)6,1100
Ba2GeBi,650
Er(SiPt)2,550
Mo5As4,500
K2CrPCO7,1300
K2H6Pt,650
Sm2ZnIr,500
ReNCl4,800
MnBeIr2,1000
K2PdF4,750
SrNi3Ge2,800
Rb2TlAu3,650
LuTl3,500
Li2HN,1150
Li2VGeO5,1250
CaNi2,700
Hg4Pt,900
BeGaGe,650
CuBr2,600
UAl4Co,550
ZrBeTl,1000
Cd(AsO3)2,1100
Ba2UCoO6,1200
BeCu4Sn,900
Yb2MnSe4,700
Ba(PdS2)2,850
Ba4ZnIr,650
SmCd3,650
Be2SbCl,1000
NiGePt2,650
TlV3(CrS4)2,650
TaBeCu2,650
Be2NbMo,1000
LiMgP,700
KAg3Te2,900
Li2BeTc,800
YCr3Se2ClO8,1250
BaSrTl2,500
K2RbBi,500
Yb2AgSn,500
Sc(CuO2)2,1200
HfTiO4,1250
PmMgAg2,650
PtS2,600
CoNi,600
Li4Fe3O8,1250
Na5SnAs3,1000
Pd(Se3Br)2,550
Nd(Fe2Sb)2,1000
BeBi2Pb,650
PmAlAu2,550
SrRhO3,800
ScNbRu2,500
BeSbSe,650
FeRe,650
SrTcN3,950
TbAl2Ni,650
Al2IrRu,500
Np(SiPt)2,700
SrBe2Tc,1050
Y2AlZn,500
Ba4SiCl,600
K4CO4,1150
LuCd,500
CaB4O7,1300
Na4CO4,1150
AlCo3C,900
Ca2Mn2O5,1200
NdO3,1150
LiAlNi2,600
ZrBeNb2,950
VPO4,1300
TiBrO,800
SnO,750
AsRu,500
KAlP4(HO)4,1350
LiFe2(PO4)2,1250
LiZr2Re,550
Li3Mn3OF7,1200
Lu2MgIn,600
Au2O3,1150
MgFe2O5,1200
ThTa2O7,1250
AgTe2Au,550
ZrCoBi,500
Sr2CuTeO6,1150
SbHO3,1250
Li8PO3,1300
LiFeAs2O7,1200
ErCu4Au,950
BaTi4O7,1250
BeGaW,950
CaSmCd2,600
MnInF3,750
Sm2SO2,800
Sr5In3,1050
CaAlPd,900
VZn2O4,1200
GaSe,650
YTiGe,550
LiAc2Ir,650
CdPt3,800
ErTlZn,650
Te4Mo(WSe)2,550
NaCu3(Ru2O)2,1400
Dy2SeO2,800
Ti2AlTc,750
Al2CO,1200
Nd(GeRh)2,600
Ag2BBr,500
Ta2TcMo,850
Ca7Ge,550
LiNiBO3,1250
Y3B7W,1000
BaSn(GeO3)3,1300
Na2H6Ir,700
SiRh,500
ZrSnTe,500
ZrTiAu2,600
NbO2,850
Y2In,500
TlZn2Tc,550
Al2TcAu,800
Sc2TlCd,550
Na2Mg(CO3)2,1250
MnCuPd2,550
Li3CuF5,1250
Rb2SnTe5,600
Pr(CoSi)2,500
BeCrRu2,1000
Ag3(AsO4)2,1200
GaMo3,500
Y2HfBe,950
Er4InRh,650
NdVO3,800
NaTiS2,600
NdMn2,700
Ni2Ge,800
SrCaBe,700
Mg3As2,1050
NiAg3,650
PrClO,750
Dy3CuGeSe7,850
Cu2Mo3Se4,950
BeBPt2,950
Sm(SiPt)2,800
CaHg,500
Li2Si2O5,1300
HfSbRu,500
ZnCr2F2,1200
Cu2S,850
