pretty_comp,kpoint_length_unit
AsRhBr,60
Pr3(BN2)2,80
S(ClO)2,45
AcOF,45
Mn(AsO3)2,45
HfNi2Sn,65
Mn5As4,60
Ca5Sc2(CoO)2,50
Na2MnBe,90
Li3FeOF4,55
ScCdAu2,100
ThPd,85
MgZnPd2,105
KBaHf,60
BeGe2Se,120
Sn3B,145
Ba5P3ClO2,50
ZnSiN2,55
Sc7CBr2,60
Pm2RuAu,115
Li7Cr2O8,45
Zr2BeGa,110
V3Sn,70
Al2FeCo,90
Li3VF6,45
Mg3B(OF)3,50
BaNiF6,45
Th(CuSn)2,90
Zr2OsPd,95
YbNdZn2,105
Li3Ni(OF)2,50
NaInS2,55
SbPt,85
Ba2ScBi,75
Zn2GeS4,50
BeInIr2,100
NaSbO3,55
Sm5Mg,90
Nb3SBr7,55
NaLaTiO4,50
Nb2CrSe4,55
LiVCuO4,55
Sr3ZnPtO6,50
ZrBe2Pb,90
CeTh2O6,45
Al3CrO6,55
Li6CoO4,50
ReAsW2,80
NaNbO3,60
TlCdF3,45
Ho6Bi2Rh,70
Cs2PdI6,65
Li3CrSiBO7,55
Be2SiPt,85
UB2Os3,95
BaSbTe,105
Li2CrAsCO7,55
KScO2,50
SrLiNiF6,70
Li3SmBi2,65
SrSiO3,50
DyGa2,95
Li3V(PO4)2,50
CuCl4,70
Sr(AsPd)2,80
CaMgSiO4,50
BaCuSb,65
Dy4(FeB2)3,75
CaCoSi,70
UP,70
Mg(GaO2)2,50
MgCoGe,85
TmLuMg2,100
DyNbRu2,90
MoAs,90
LuAsPd,95
Ba4MgBi,80
BaF2,50
La2GeI2,95
Be2PtBr,115
Dy2MgAl,95
NiSnRh2,70
NdAsSe,105
Lu(CuO2)2,50
LiMoIO6,45
V5Si3,75
MgCdHg2,85
HoCoC,95
K2Cu(ClF)2,50
Dy2TlAg,100
H3Pb,95
Fe3Pt,100
CeMnNi4,55
Ni2B,65
BaNiCl2,70
BaCe2MnS5,60
YSnAu,90
Cr3Pt,90
Dy2NiIr,105
ScBPd3,80
CuCN,50
YMn2,75
AsOs2W,80
HfZnNi2,65
Ta3TeI7,55
BeCdPb,90
LiCrBO3,50
TiBe2Tl,65
CuBi(PSe3)2,65
TiZnF5,45
U2W2C3,60
BaC2,45
ErRh5,95
NaBe2Pb,100
Be2PW,65
Na3AlF6,45
Na4Al3Si3BrO2,50
Li2MnF6,50
CuSbAs,90
BeZnSe2,100
SmMgGa,70
CeGeAu,60
MgGe2WO6,45
MgPS3,45
YCo,70
Mn2BeGa,50
BaNa2Ga,80
Ca2ZnGe2O7,55
DyFeB4,90
Ba4CoPt,75
ZnSn3,150
TmGa2,100
Ba2Mn3AlO8,95
LuNi4Au,95
NdAs,105
Rb2O,60
Pr2CrS4,55
Ca2CdIn,100
TiBeTe4,115
ErCuSe2,60
K2InP2S7,55
TiNi2Sb,65
YbPb3,120
NdPt2,65
Sm(AlZn)2,65
Ba4ZrPd,65
NaPF6,45
KAlH4,45
BeZnBi2,120
Ca2VN3,50
Sm(SiPt)2,100
BaMoO3,95
Ta2H,75
HoMgIn,75
KLiTe,60
Nd2CdNi2,125
Na2Mg(CO3)2,45
Ba4MgTa,65
BaTl2Br,125
V2ReOs,95
BeCrGe2,75
Li2(FeO2)3,50
Sr2BN2Cl,50
BeCuRe,100
Ba4TcOs,80
MgZnNi2,115
BaIrF6,45
KGaAs2O7,45
CuRhO2,45
Pm2PdPt,85
CuSe3Br,55
K2NaGaP2,60
ErAl3,90
Ba4SrRe,70
PaGaAu2,75
GaSeBr7,50
Li4Mn3Fe(B2O)2,50
CaSi2,110
Ba2TbNbO6,50
NaHO,45
Ti3Nb,55
CaBeNb,45
Na2Zr(CuS2)2,60
NdF3,50
TaBe2Cr,90
YOF,45
NdGe2,85
Ta2BeBr,95
Y2CuHg,80
Sr2CuC(NO)2,115
As3W2,70
BeBiOs,85
KSbS2,60
Ba4HfSc,65
AgBO3,60
CoHO2,45
ZnCr2O5,60
ZnCrF5,50
NaVSiCO7,55
Pr2AgHg,105
Li2CuO2,65
Ca(MoO2)4,60
Na3Mo(OF)3,45
K2Pb(SO4)2,50
CrFe2Sn,55
Ni3C,65
BeV2Os,70
Nd3Hg,55
RuOF4,45
Hg2ClO,55
Tm2AgIr,105
UAl2Cu,60
BSe2Cl,90
Sm2IrPd,85
Tl4Te3Pb,65
MgInIr2,90
RbErS2,50
CuH6(NCl)2,85
AsPPd2,95
Be(CoO2)2,50
Lu2NiOs,80
ThC,55
Yb2In,100
CaPmRh2,95
PbO2,85
MoRh3,75
BaNb4O6,100
GeBi2O5,50
BeV2Cu,70
BeGeMo2,65
TlFeS2,105
KMn2Be,85
LiYSi,95
Na3CoSiCO7,55
Na2SmPCO7,50
BaCo2(PO4)2,50
ZnB3Ir4,105
Ti2TcPt,65
Li4Ti3V5O6,50
PrSi,100
BaBeF4,45
Sm2In,80
SrS2,45
ErSeI,60
LiMn5O5F,75
Th7Te2,80
LiIn2Ir,105
CaVBiO6,55
Li4Cr3O8,60
Na6ZnSe4,60
AsPAu,90
Be2BiPt,90
Al2Cr2O7,60
Na2ZnS2,60
Ba2SbMo,105
ZrMn2,65
YPO4,45
GeI2,55
NaH3SO5,45
LuMgCd2,110
ZrSeO,55
Ca2Ag2O5,95
BeTeCl4,65
LiCoNiO4,55
YAl3(B2O)2,45
HfBeGa,100
ThZn4,75
BaGaBi,65
BeTcSe,100
CdPbF6,45
Na3VH6O7,40
Ag3SnP7,85
Er3Ni7B2,70
LiBiRh2,70
LiCu3F7,55
Bi3SbO7,50
NaAlBP2H3,50
SiMo3,100
YbAlB4,95
Zr4Al3,125
Y2TiO5,50
AlMo3,80
Rb3HoO3,50
Pm2IrAu,105
SeI2,60
SrCuBi,105
TbMn2,60
DyTlO2,50
HoP5,60
Ni3O4,75
PdSeO4,45
Mg(AlS2)2,55
Ba4CrPb,80
MoAsPd2,70
Ca2TaAgO6,55
YCl3,45
BeSi2Ni,145
PdPb2,100
KSrBe2,65
LiNiSnO4,55
TaBO4,45
CeCuGe,60
Nd(FeSi)2,70
AlO,75
KAgO,50
SmNi2,70
ZrAlNi2,60
TaGaCo2,60
UTeO,60
Ho2Al3Co4,65
KNdO2,50
BeGeTe,110
Dy2In,75
Ga3Au,150
MnBe2Tc,115
Be2CuBr,90
K3GaS3,55
K3NbO8,45
RbGeBr3,65
CdPt,100
K4V2O7,45
CrCo2As,70
ZnH8(N2Cl)2,45
SrPd5,75
Ba2Zn,70
Rb2VAgSe4,50
Sm(AgGe)2,80
SmInIr,100
CuGeRh2,90
NaCa2Be,110
BaGe,80
ThBr4,50
Ba2Bi2O5,50
Al2CrTc,115
Ba4YNb,65
Ca2InN,100
NaCa(PO3)3,50
YbPrZn2,85
LiSnPO4,45
Nd2Ni5B4,70
KBeIr2,80
IClO,50
GaBi,105
MnBe2Ga,50
CrAgO2,55
CeIr5,85
YbOF,45
PrMgZn2,95
Ga2TeO6,55
Nd(Fe2P)2,60
V3Co5O6,55
LiHf4Be,90
V2OF4,50
V2CrRe,95
SrYPt2,95
Co(MoS2)2,50
BaBi2Cl,110
LiMo2AsO9,50
ScBeTc2,100
SrMnO3,75
CeAs2Pd3,60
Ba4NiSe,75
NpH2,45
KYSn,55
Pr2TlAg,90
HoBC,80
NbCoP,65
Ni3H,50
KSc2F7,45
BaCuBi,65
Lu2RuAu,90
KZr2Nb,70
BeAgMo,80
Nb2CrAs,95
Ba4BeRh,80
Cr3Ru,100
PbCl2,55
Li2GaRh,75
FeAs,60
NaH2N,45
Li2AcSn,80
ErTlPd,105
Li4Mn3OF,50
FeB,60
FeNiMo,85
TiBeHg,65
LiH3O2,45
Ba4FeMo,75
Na2BeH4,50
ZnCu2O3,105
NaTl3(SO3)2,50
NiRuO3,105
HoMgZn2,75
Zn2NiRh,75
DyB4,105
HoTe,100
Pr3SiAgS7,55
BaTiO3,120
TbIn3,125
BeIn4Mo,75
KBeNi2,55
AgAsSe,100
VBiPbO5,45
LiMn3OF5,50
Zr2NiP,80
HoAlAg2,70
TlPS3,50
Y(BRh)4,85
Na2PtO2,45
Mn3P,60
PrAl3,120
BeFeRu2,85
YbSm3,65
ScBeRu2,55
CO2,45
LiV2(SiO4)2,55
RbAlF4,40
Rb2Hg2PdBr8,55
Cr3InO8,55
BeSb2Pd,130
NaCd2Pt,105
CaGe,90
VHgO3,80
InFeRh2,90
Li(TiS2)2,60
FeAgTe2,95
PrAu2,100
Al2NiRu,85
Al2CuCl8,50
BaGa2Cl,90
Er(SiOs)2,90
BaTi2O5,55
Si3Os,105
Yb(SiOs)2,60
Li3Cu2F8,45
LaMgNi4,85
NbPt3,85
Li5MnO5,50
Na2CoS2,55
Sr2PbO4,50
Be2NbTc,110
Na2ThF6,45
Ba3Ga2(GeO)4,50
SrZnSb2,95
FeSiW,55
SrP,65
Er3GaS6,55
AcTe3,90
Pr2CdNi2,90
Li5TaO5,55
NaIn2Pb,70
Li2VNiO4,55
Ca2Ti3O8,50
BaYSc,65
Li2Co3TeO8,80
BePPt,110
Mg3Sn,115
Al2Si2H4O9,50
TiCo3O8,50
Sm3Er,85
BeSn2Ge,95
Ba3PrRu2O9,50
Na2PtC2,80
TbInAg2,75
BaCa(NiO2)4,60
Be2HgBr,100
CaMgNi4,75
BaLiPb,80
BeMo2Br,65
DyNiC2,60
TiMn3(P2O3)2,55
FeBiO3,65
PmAlCu2,90
KBaNb,60
CaSn2O5,50
Mg3Ti,85
VO2,50
HoLuCd2,100
CaInHg2,95
Rb2AgCl3,55
Pr(CoP)2,95
U(NiP)2,80
ThAsS,105
Mn2BeGe,80
Li2NiF4,45
MnSbPt,55
CeTlCd,90
Cd2SiO4,50
Li2VCr3O8,50
KMgH3,45
HoVO4,45
CdGeP2,65
TlCr3O8,60
LiTiNiO4,50
Ca2V3O8,55
V3Ag,75
BaMn2Hg,85
HfBe2Ir,90
Na2Sm2Ti3,55
Sm2CdS4,55
Zn3(PO4)2,45
V2Se9,65
ZrAgMo,65
In2HgO4,55
Ca3AsBr3,60
KRhO3,110
CeCo2B2C,60
FeMoClO4,85
PrSnRu,95
Te3W2S,65
URu3,90
KNaICl,55
YPd2Pb,100
Y2AlZn,80
InI4,55
Ba(AsRu)2,90
ScCdAg2,65
Ca2Zn2CuP3,95
Hf4TiBe,85
Mg9Sn5,85
Na2Si2S5,60
TlSbTe2,55
PuSn3,60
VSnRh2,65
Y2Re2Si2C,85
Nd3CuSnS7,55
CaZrPd,70
V5S4,70
KC,45
WO2F,100
NbRhO4,50
Mn5SbO2,55
YAlGeO5,55
NaSe,60
Ba2HfS4,60
LaReB,65
Ba4FeCo,75
MgZnRh2,65
AlInB,115
Ba4SnGe,95
Fe5Si3,60
YCuO2,45
SeN,50
YbCu2,100
Ge3As4,70
TlSbO3,50
Be2PdRh,85
YCuSe2,60
LiNbO3,50
Li2MnFe(PO4)2,50
Mg2CrSbO6,80
NaMgTl2,90
Sr(PPd)2,85
VCuRh2,70
NaTl,105
Mg3Mn4O7,70
TcF6,45
Zr2ZnCd,100
AlP,60
ZrAl2,105
Mo2AsPd,95
Er2Al3Co,100
Sr2SnO4,50
BeCr4Se,100
ZnAsPt5,85
Sr2Mn3(BiO)2,60
La2AgRu,70
YGaRh2,95
Hf2BeV,70
Be2TcSb,60
Ho5SbAu2,55
YBeIn4,130
HfScIr2,100
Nb3Al,110
RbLaSe2,95
NaBePt2,90
RbNaTiO3,45
Sr(PrS2)2,55
BaNiPt2,100
MnBiSe2I,90
Sr2RuO4,90
HfVGe,85
Na4Sr(SiO3)3,45
Al2CoRu,80
CaBeCd,105
KBeIn2,130
Li2MnCr3O8,50
GeF4,45
H2CO,45
BaCrBi,85
LiDySe2,60
BaNbTe,95
BaSr2Tl,110
Rb2Ti(CuS2)2,55
NaTl2InF6,50
YbH2ClO2,75
TlZn2Tc,95
LiLu2Ru,85
Rb2SeO4,45
LaSbPt,65
Ti2GaN,80
AgCNO,45
Be2GePb,65
Sc2FeS4,65
Ho6MnBi2,65
Li3As,60
Sc5NCl8,85
Sm2PdRh,90
BeGeW2,90
BPt,90
V2ZnO5,55
PrBi2BrO4,55
DyPaTc2,70
Na3MnO3,50
MgWO4,50
CaGaSiH,65
ZrHg3,115
Br2O,50
Li4V2SiGe,50
Na5ReO6,50
Mo(WSe3)2,55
CdSiP2,95
FeSeCl7,50
ZrFeCl6,45
BaC,70
Sn5(S2Cl)2,55
Ca(MnP)2,75
Ba4GeIr,115
NbFeO4,50
CeErMg2,55
BeOs2Ru,85
K2Ag4S3,70
CeCoC2,55
V2CoO4,55
Sm2CuIr,105
Be2PdBr,85
Be2VBi,90
CeO2,45
BaLiY,65
NdPS4,60
PmAu3,85
Zr2Te2P,65
Mg4BeNi,120
Th2N3,65
Zn2AgAu,120
Nb2CrOs,95
Ca(BiO2)2,55
Ce(AlAu)2,75
Ti(CrTe2)2,55
NdTlAg2,65
Tc3Ni,105
K2NaInAs2,60
Mg(InSe2)2,65
LiAlPHO5,50
Hf2TcRu,115
RbSmO3,95
Tb2Nb2O7,60
BeSi2Ru,110
YGeAu,60
BC7,90
BeNiMo,55
Nd(CoP)2,60
Ca2HgPb,85
Er2TlCd,85
Ba2YCu3O7,85
KErTe2,55
RbYbO2,50
Li4MnCr5O2,45
Ba2UNiO6,50
SmAgO2,50
CrP2O7,50
Zn(CrS2)2,60
SmBiRh,105
SmCoC2,60
ScZnMo3O8,50
ScIr3,85
Te2Ir,90
TbAl,75
MnB4O7,50
CeInAu2,70
SiF4,40
NaBeRh2,55
VCo3,60
Ba2Hg,100
Na3MgPCO7,50
Mn(AlTe2)2,55
Lu5(TeAu)2,100
Li(NiP)2,75
YbI2,50
Rb2ZrCl6,50
GaFe3,60
NaLiS,55
YbPrHg2,120
AlTeO4,75
Ba4TaPd,70
BaBi4(BrO3)2,95
K2BaMn,75
BaYb2NiO5,90
Ti6Al6Pd7,80
LiInTe2,60
LuH2,70
LiH3(SeO3)2,45
Co(ReO4)2,50
PrSnAu,70
LiPrTl2,110
Rb4CO4,50
LiTmAu2,80
Be(FeSi)2,50
Y2Cr3O9,75
Tm2CuPt,100
TbNiGe2,100
In6Ge2PtO9,60
BeVCo,75
BePtCl2,80
KLiCO3,45
TiFeTe,50
LiTi2As,65
LiCo6O7,75
SmDyHg2,85
Lu2ZnS4,60
BeSn2P,75
Be2SnGe,115
AsAu3,115
ScGa5Co,120
BaNd2FeS5,60
MgBe2P,115
ZrTiTe4,85
Sr2Be2B2O7,45
Er2PdRh,80
ZrPd,85
InHg,105
BeGe2Bi,95
Ba4LiCo,70
PrSiRu,100
Zn3Ni,90
Li2Cr3CuO8,55
LiBe2Zn,125
Li3Co3NiO8,45
NpAl2,55
YInNi,100
Ba4YCd,75
Ac2CuSi,105
NbSe3,95
MnF2,45
Sb(IF3)2,50
DyFeC2,60
BeIrW,90
KTl,90
Se2NCl3,50
Ni3Sn4,95
BaTi4ZnO8,60
Ca(WN)2,90
Li2SeO4,45
MgBe2Sb,60
GaP,60
Sm3SnC,90
H5CNO2,45
Na2BHO3,50
PuGa,50
Ba2Na2O3,55
LiPrHg2,105
SiAsRh2,65
Pr3Se4,70
GaAs,95
Zn(IO3)2,45
LiCu5F2,60
CrPS4,60
ScIn3,115
HoCl2,90
ErSiRh,80
ZnP,95
CaSbO3,70
InP2Pb,140
Be2HgCl,100
Ti2InNi,60
Mg2Nb2SnO8,50
Sr2YRuO6,60
ZrInNi2,60
Be2TlW,100
CaC2,45
LiNiBO3,50
BeCoIr2,115
CrC,60
Ba4ScMo,75
TiFeSi,65
MoW(SeS)2,55
Hf23Se25,65
Mo2S3,105
TeOsCl2,70
Cr2FeTe4,55
Pr3TlC,95
SmSi2,130
CeReB4,65
Li4Cr5,55
BeFePt,60
Sm2ZnRu,105
Ce(MgSi)2,70
TaAsP2,115
YBe2V,55
SmMnB4,70
AlNiO3,105
Li3Mn5(CuO)2,45
Ba4BiSb,95
LiP5,65
ThB2C,80
ZrSi2,95
V2O3,55
LaB2Ru3,75
LiVSiO5,55
Sc2ZnRu,95
U2InCo2,95
Sr2TlCd,100
LiFeOF2,50
Ca2Si3Ag,95
Rb2LiInCl6,55
LuPaOs2,100
PHPb2,50
Mn3(PO4)2,50
Fe3OF7,45
Ca4IrO6,50
Pd3(PbS)2,95
Ba4GaIr,80
BeFe4Si,55
LaNi2Rh3,80
LiUAsO6,45
CaWN3,50
AgPF6,45
NaBeBr,55
CaZnGe,70
RbHF2,45
SmMg3,85
PuZn2,55
ScSi2,100
AlAgB,95
Tl2Au,85
SmPt3,125
HfSiSe,85
LiErHg2,105
LiSmTl2,95
Nd3CuSiSe7,60
MgBe2Bi,105
BaMgCr4O8,75
Na2Mn2O3,50
BaTi2Cu,55
LiZn3,120
Ta2BeTl,95
Ca2Mg5Si8(O11F)2,50
BaAg2GeSe4,55
HoTaO4,50
MgBeCr4,80
Ba4ScTe,80
ThB2O5,50
LiLu2Al,70
CaFeF4,45
ScReTc2,70
KRb2RhF6,45
HoSnAu,65
LiSiNi2,80
CeInPd2,70
TmNi5,90
MnCu2SiS4,65
HfAsPt,80
Rb2Al2Sb2O7,50
Co3(SnS)2,50
BaLi2La,90
Na2TiS2O,55
Li2Ti3SbO8,55
HoTmCu2,75
Li3MnO4,55
TeF4,45
MgNi3,105
Tc7B3,80
ZrAs,105
K2BeFe,90
VBiO4,45
PmSnRh2,60
MnPt,70
CsCu3O2,55
BaTiF6,45
V4As3,65
U3As4,50
Ba4VPt,65
DyCo2,65
InFe2CuSe4,50
NaLiICl,55
Tl3SbS4,60
CuHClO,55
SrBe2Pb,115
TlBiF4,50
SrTe3O8,65
HoTiSi,95
HfBeV,55
Sc2FeB2Ir5,95
CrNi3,65
Te6MoW3Se2,60
SnRh,95
TiGaRh2,55
TiTc2W,85
NaTa3,90
TcNiW,60
MnAuO2,55
La2ZnRu,80
ScTc2W,75
Sr(MgAs)2,60
Be2MoRu,90
LiSiBiO4,50
MnP,60
BeVP,55
YbCl2,50
Sc2NiPt,95
Co9Se8,65
CaPd2,105
Na4Al3Ge3BrO2,50
FeSbS,60
Li2Fe5,45
BeTcGe2,85
Ba4ScOs,75
BaYCuAgO5,120
ZrSiO4,45
Li4Ti3Fe3(NiO3)2,45
Ba2YSn,75
TaBe2Rh,95
NdCoO3,85
NaBPt3,125
NdCl2,130
Ca2TlHg,120
Be2PPd,90
MnCdO2,55
YInPt2,95
ScCoO3,50
VFeSe,60
BaBiBr,85
NaAsP,110
UCr2O6,50
Mo2AsIr,85
TmGa5Co,115
MgCr4O8,60
BeSnBi2,85
Ba2BiBr,75
BeZnW,95
K2BeGe,120
Mn2Co2C,55
Ca2TiSbO6,70
Ca2NCl,45
Ta2TcW,75
YbClO,50
HgSe,60
BaSr2Sb,75
LuTlO3,60
WF4,60
TiAuCl,80
Ag3AuSe2,75
LuUO3,50
CaV4O8,55
CaBiAu,90
WC,110
LiBeNi,70
PaN,80
CrF2,45
MgVRu2,100
LiLu2Ga,65
DyAs,105
YMnSi,70
Tl4V2O7,50
TiMo,75
Ba4TeMo,70
Li5CrO5,45
Er(SiRh)2,65
Tm2CuRu,95
Y2Cl3,50
TaInSe2,85
Li4CrO4,50
Ga2RuPt,85
DyZn,85
HoAgHg2,90
Ba2LaMo,80
PbSe,100
Ho4CdCo,80
Be2FeNi,65
U(Mo3S4)2,65
Mg2ZnPd,115
YbPaRu2,75
PdSe2O5,50
MgZrCd2,110
ThIN,55
Be2TcHg,105
Cu8O7,55
NbAsIr2,90
Li2US3,45
BaSbAu,80
HoCuSn,115
TaTiBe2,75
VCo2Sn,60
SrMnRe2,85
Ba4HfTl,75
VCo,70
SeBr,75
AcI3,55
BaSrHf2,75
CuO,55
CuSiH8(O2F3)2,45
UBN,60
Ti2MnGa,50
CoNiSn,70
LuBi2BrO4,55
BeZnPt,95
Ba2GeP,85
Pt3PbC,100
V5As3,65
Ho2S3,50
InHgW2,105
LiNi(PS3)2,55
TaSe2,60
Sc(HO)3,45
MgIn2O4,55
Ba4ZrRe,100
Ta2ZnO6,50
BeNi4Pd,95
MgZrRh2,100
Ba3Mn2O8,45
Pm2Mg,70
MoP4,80
Ag2GeS3,60
BeRu2Rh,60
Pa3Te,100
Ti6O,65
LiFe2F7,45
BaNa2Ge,80
Li2MgGe,95
Pr3AlC,95
HPbClO,45
LiY2Ga,70
HoZn,85
Fe3(SiO4)2,55
BaZnSi,80
HfScRh2,75
Ba4TcSn,90
Ce2ZnPb,65
LiMnF3,50
H3OF,45
Ta3SeI7,55
K5V3F4,55
DyAs,60
Tm3Pb,100
DyPt2,110
Ba4SnW,100
MnCl2,50
BeIn2Bi,160
CeTeCl,55
UGa5Ir,100
NaV(SO4)2,50
TmNi4B,80
BaAgAs,100
Mn2OF2,45
CrRh3,95
Li2V3CoO8,55
Li6WN4,50
LaGeOs,80
Rb3Pt,75
Th6FeBr5,65
BeGaTe2,155
BaAg2SnSe4,75
VCuO2,80
K2ScPCO7,50
HfCl4,50
RbUN3O,45
CaTmCd2,90
Ho(CrGe)6,95
ScSi2Rh,80
K2La2Ti3,85
YbCrO4,45
BeSiNi,70
LuScZn2,75
K4BeRh,75
NdCoSi,65
YTlPd,85
Na4FeO4,45
BeGePd2,100
MgGa2,140
K2SeBr6,55
Mn3ZnC,55
ScBeV2,60
Ba4GeMo,100
BaPb2BrF5,55
PaGaCu2,70
Y3H2,70
Ba4VP,70
BeIn3,85
GaCuO2,50
Bi2Pt2O7,55
NaAc2Sn,90
Hf2TcOs,90
BaNbBr,60
Nd2UTe4,65
BeNbCd,90
BeTe,55
NaBe2Co,85
Li2CuP,105
Ca(CoP)2,65
V4O3F5,55
RbTe6,100
Li3TiV3O8,60
TiB2,90
HfBe2In,110
MgBe2Os,50
Nd2Si3Rh,125
Nd3TlN,100
Be2ZnHg,120
Na2GeTeO6,50
Mg3BN3,50
BaZn(FeO2)4,65
ZnFe3C,60
YbCuGe,90
MnInBr3,75
LiTaBe,75
Ba2CdSn,100
Lu(SiNi)2,95
Ca3Hg,90
Ba2FeMoO6,85
VSb2O5,50
SmCd,95
Ba4TeSe,75
Na8TiAs4,65
Ni(NF2)2,45
KFeF4,60
TaBeCu2,105
NaAlO2,50
BaZrSb,70
TiBeIr4,95
Na4Al3Si3ClO2,50
CoH6(SeO4)2,50
CaInBr3,50
KMnRu,55
NaPN2,45
RbCaH3,50
HgOsO3,85
RbBiF4,50
Ga3Cu,100
DyCoO3,55
SiRu2,80
FePb2(CN)6,45
K2NaInF6,45
NaMgF3,40
K2NbCuSe4,50
TiCo2Sn,60
HfRu3,85
Pb2O,125
Yb(ZnAs)2,65
MnAlNi2,90
MnNbGe,65
Mo3WSe8,50
CeScSi,55
BaCdW2,80
VFeCoAs,65
Sr2MnGaO5,60
RbCa2Ta3,55
YCu5,85
ScSn,60
Mg(NiS2)2,70
GaFeCo2,60
ScSi7Rh3,85
TiGa,75
Lu(MnGe)6,115
K4IrO4,50
BeCdTc,90
Zn2BiSbO6,75
K2CuP,55
Sr2UMn,85
Ce2Zr2O7,50
BaTaHg,85
LaPb3,115
CaBe2Cu,65
HoNiB4,70
CdAg2Au,90
B2AsP,60
NaSm2IrO6,50
AlTlO3,55
Cu2SiS3,55
LiDyHg2,70
NdZnSn,90
BeBiPt,100
TaCoTe2,90
Sr3SmRhO6,50
Ba4ScW,75
LiRh3,90
Na2CdPb,100
SrAgO2,110
TaTeBr9,50
Li2MnBAsO7,55
MgSc2Tc,65
BaCuRh2,105
Sr(ZnP)2,65
Ba4MoRh,75
BaMn2In,65
Be2ZnRh,65
Nb3S4,100
BaCrO3,65
BeNb4Pd,110
SrNi5As3,75
Ba3MgTa2O9,50
Bi4Te3S8,70
YFe2,70
ScAgO2,50
ErMoO4F,50
ScCd3,90
Cd2Re2O7,70
Pm2ZnIr,80
Ba2LaHf,90
NaTeF5,50
Li2SnAu,105
Li2ThN2,45
Ba4CuMo,70
CaIn4Pd,105
PrAgSn,70
ErTaO4,45
NiAgO2,65
Sc7C2,95
LiYGa4,100
LaBe2Cu,75
BeSi2Hg,95
RbNa2NiO2,50
PuBi,80
CaBeTl2,130
CdAu,115
PrSmTl2,105
AlSiTe3,65
Cr2S3,60
Er(MnGe)2,50
Rb2NbCuSe4,50
PrTiO3,90
VGaO3,60
Li2CuBiO4,80
MnCoSe,55
Sm(CrSi)2,60
Zr3(Cu2Si)2,90
CaAcHg2,85
BaTlBr,70
KLiSe,55
Pm2SiAg,95
SmAs2Au,125
BeCrCo2,50
Ba2VTe,60
BaMnCr2,65
Be2TlPt,90
HfNbO4,50
NaMoO3,90
Mn2BeCl,80
Ca(BeAs)2,60
TbHg,75
USeS,85
Mg(GaO2)2,50
BeFeRe,95
Ti2Co2P7,60
FeTeO3F,55
BeZn2W,65
LiCd2In,80
Al2Pd,75
Zn3CdS4,60
PmGaAg2,75
BeFeRh2,60
Si2B2O5,60
MnGePd,60
YBe2Se,95
Th3P4,60
CuSb(MoO4)2,55
Na2RuO3,60
BeInFe2,55
ErAgSe2,65
K3Sm(AsS4)2,55
Li2Fe3TeO8,45
Pr2SnHg,90
CeTiO3,75
LiFeAsO4,50
DyHg2,95
PmMg,100
TaPd2,70
K2PtBr6,55
MgZn3,90
BaIrBr,55
YbRh2Pb,90
Y(SiRh)2,65
NdSeO,60
TbFe2,70
Ba2CaReO6,80
TmLuPd2,100
LiHO,45
MnGaCo2,60
Lu2CuRu,105
Be2MoBr,55
NaLi2PO4,50
InPO4,50
TaGaNi2,90
LiSc2Au,65
Y3CuSiS7,55
VAgO3,50
ScBeSn2,95
CaIn,100
Zn(CO2)2,45
Ni2P,75
H3S,70
Mn6OF,60
KNbSe2,55
SrMnBi2,120
LiTi3VO8,50
Zr3Cd2,125
Rb3FeO3,50
LiBeGa,85
Sr3Co(CN)3,50
Ba4ReTc,80
PPbSe3,55
CeSiNi,85
MnHgPd2,90
HfAs2,70
Mg(CoO2)2,50
HgN3,50
BeOsBr4,75
Hf2Te,70
DyAl2,105
Hf(FeGe)6,95
BaCoS2,110
Rb7Au5O2,55
BaNa2Mn,70
TiAlCo2,60
SnBi,140
NbGa3,60
NbCrN,100
Ca2GeO4,45
TlCuO2,50
LiAs,55
MgBeNi2,70
Ba5Al5Sn,90
Ba4FeIr,80
Sr7(HCl)2,45
Ba4VGe,80
BaYCuTe3,65
Rb3SbSe4,65
Li2HIO,50
Al2CuTc,110
BeSiTc2,90
K2Sn(AsS3)2,55
Nd3AlC,70
Sm3Th,60
LiErAu2,110
ThSi,100
TmTe3,125
LiLu2Pd,95
Pb2ClOF,50
TmSi2Ni,95
AuS,75
CuNi2Sn,80
Be2PCl,120
Tl(BH)6,50
Na3SbO3,50
MnBe2Pd,80
BaNd2ZnS5,60
SmGa2,105
Th2Fe2Si2C,55
LiCrIr2,50
TiNbTc2,80
As3HO6,50
Sr2Fe2S2OF2,65
AlSbO3,85
ErB4,115
Ge2Te5As2,100
Y(SiOs)2,90
NaGa,115
FeNiPt2,70
Ti2CoS4,60
SrAgAs,100
Al(HO)3,50
BeFeW,65
TaBe2Rh,55
MgAl2Cu,70
Np3Be,80
Li2Fe2CoO6,50
Mg3TcH7,50
ScPt3C,90
BaZrO3,55
Mn2BeBi,85
SmYAg2,65
Rb5Au3O2,55
KLiSO4,45
KNaZnO2,75
MgScIr2,95
CuSiRh2,95
SrLi2Nb2O7,50
CrIrRu,70
Be2GaPd,105
SrMg5,120
YbAlO3,50
MgTa2Be,60
Na4TiAs2O9,55
Be2FeSe,100
Sr3LiRuO6,50
Ba4NbGe,95
ThCo9Si2,70
Be2TePt,105
Te2Mo(WS2)2,60
NaPd3,50
LiMnF4,45
BeZnHg4,105
MgCo2S5,100
Sc2BeBi,120
